0,0.451811047,0.017549846,0.032223468,0.014673622,0.064885682,0.001413738,0.091649198,0.00229123,0.000243748
0.018968559,0,0.115708619,0.175137843,0.014566167,0.031524894,0.006129784,0.025069689,0.155739483,0.018102817
0.001744051,0.273888652,0,0.505280598,0.057747461,0.003580149,0.02116115,0.023069917,0.370891791,0.043785365
0.002180712,0.282311489,0.344090633,0,0.026910845,0.008435826,0.059166249,0.123743039,0.039457362,0.005997783
0.002986556,0.070615667,0.118271568,0.080934663,0,0.139633874,0.024626681,0.152661606,0.105233914,0.020945577
0.008456807,0.097866419,0.004695402,0.016246474,0.089415966,0,0.132386205,0.159815234,0.038147762,0.002382647
0.000414896,0.042848763,0.062491952,0.256577536,0.035509392,0.298095769,0,0.05445155,0.041117645,0.019872098
0.00969397,0.063160337,0.024554619,0.193405007,0.07933586,0.129698095,0.019625132,0,0.167700518,0.053389022
0.000225489,0.365071293,0.367297396,0.057379723,0.050883725,0.028805005,0.013788405,0.156033507,0,0
0.00013264,0.23464028,0.239760187,0.048227929,0.056000637,0.009948005,0.036847411,0.274671053,0,0
